,company,location,salary,summary,title,float_salary
130415,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month","Advanced coursework or significant experience related to data analysis and artificial intelligence (statistics, data mining, scalable machine learning,...",Engineering Scientist - R and D Data Analysis Developer,102498.0
130418,"Applied Research Laboratories, The University of T...","Austin, TX 78758 (North Austin area)","$75,000 - $130,000 a year",Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Engineering Scientist - R and D Algorithm and System Develop...,102500.0
130419,University of Texas at Austin,"Austin, TX","$2,666 a month","System of Texas ( TRS ), subject to the. Obtain phenotypic data from biological specimens. Maintain databases containing biological data and metadata....",Research Engineering/ Scientist Assistant,31992.0
130427,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - GPS Data Analyst,102498.0
130435,University of Texas at Austin,"Austin, TX","$2,916 a month",Inspects minor construction or assembly to ensure conformity to project specifications. To conduct scientific research in Dr....,Research Engineering/ Scientist Associate I (Exempt),34992.0
130438,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month","Deep knowledge of Python including the scientific stack, object-oriented Fortran, Matlab or R. Applicant selected will be subject to a government security...",Engineering Scientist - HF Geo Algortihm Developer,102498.0
130445,Averity,"Austin, TX","$160,000 - $200,000 a year",You will be leading a team of two data scientists (one mid-level data scientist and one junior data scientist)....,Director of Data Science (NYC),180000.0
130446,Gibson - An Education Consulting & Research Group,"Austin, TX 78746","$110,000 - $150,000 a year","These roles include the responsibilities typically associated with project directorship, including overseeing and contributing to proposal development with a...",Senior Research Scientist (Principal Investigator level),130000.0
130457,"Signature Science, LLC","Austin, TX 78759 (Arboretum area)","$79,000 a year","Develop and implement application test plans, including both integration and full system test plans for publications, software and training materials....",Computer Scientist/Software Engineer,79000.0
130467,University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Engineering Scientist Associate - R and D Cyber Decision Sup...,71400.0
130472,Austin Fraser,"Austin, TX","$120,000 - $150,000 a year","Leading the way in health solutions for a niche market, their employees are focused, passionate and driven to engineer a solution changing the face of the...",Senior Data Engineer,135000.0
130485,University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Engineering Scientist Associate - GNSS Analyst,71400.0
130492,The Norland Group,"Austin, TX",$42.53 a day,"As a bench scientist, the candidate will independently design and perform laboratory experiments and analyze the results by applying her/his knowledge in...",7308802-Scientist III,12350.0
130514,University of Texas at Austin,"Austin, TX","$5,000 a month","Responsible for evaluating, selecting, applying and developing standard applied scientific and engineering research, concepts, software, instrumentation and/or...",Engineering Scientist Associate - Research Software Engineer...,60000.0
130515,University of Texas at Austin,"Austin, TX","$5,000 a month",This position joins a growing team of research scientists and developers in the Advanced Computing Interfaces area of the Texas Advanced Computing Center (TACC)...,Engineering Scientist Associate - Research Software Engineer...,60000.0
130529,University of Texas at Austin,"Austin, TX","$6,250 a month",Familiarity with data mining techniques and machine learning algorithms/approaches; This position joins a growing team of research scientists and developers in...,Engineering Scientist - Senior Research Software Engineer Ja...,75000.0
130530,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - Satellite Attitude Determination Spe...,102498.0
130537,University of Texas at Austin,"Austin, TX","$4,166 a month","The position will help envision, design, create, and support innovative technical approaches to applying big data applications and machine learning algorithms...",Research Engineering/ Scientist Associate I (Exempt) - Data...,49992.0
130543,Winston Fox,"Austin, TX","$120,000 - $200,000 a year","In this role you will be working across the SDLC and collaborating closely with quantitative scientists, traders, senior business stake holders and other...",Software Development Engineers (Core Java),160000.0
130553,University of Texas at Austin,"Austin, TX","$4,166 a month",Collaborate with domain experts to create relevant data exploration and visualization applications; This position will join an enthusiastic and growing team of...,Research Engineering/ Scientist Associate I (Exempt) - Colla...,49992.0
130556,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - Senior Software Defined Radio Receiv...,102498.0
130560,University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Engineering Scientist Associate - Information Systems Engine...,71400.0
130571,University of Texas at Austin,"Austin, TX","$5,666 a month","Analyze data using Tableau; System of Texas ( TRS ), subject to the. Ensure documentation and the safekeeping of data and finished products and their...",Social Science/Humanities Research Associate V (Exempt) - Su...,67992.0
130575,University of Texas at Austin,"Austin, TX","$5,000 - $5,833 a month","Train new users, manage graduate and undergraduate students conducting research in the lab, and assist other users in obtaining high quality isotopic data using...",Research Engineering/ Scientist Associate IV (Exempt) - Radi...,64998.0
133545,Oscar Technology,"Charlotte, NC","$115,000 - $140,000 a year","A new opportunity EXCLUSIVE to Oscar Tech has become available for a Data Scientist (SAS, R, SQL, Python, Teradata, Hadoop, Analytics) to be based in...","Data Scientist – SAS, R, SQL, Python, Hadoop, Analytics",127500.0
133553,UNC Charlotte,"Charlotte, NC","$60,000 - $80,000 a year",Pathview is an open-source package widely used for based pathway based analytics and visualization. Genetics/genomics data analysis (esp....,Biostatistics/Bioinformatics Research Scientist,70000.0
133559,Prospect Infosys Inc.,"Charlotte, NC","$100,000 - $180,000 a year","Extensive programming experience using SAS, R and/or MATLAB. Deep understanding of model performance measures. Strong project management skills....",Sr Quantitative Finance Analyst,140000.0
133582,The Creative Group,"Charlotte, NC 28204 (Elizabeth area)","$50,000 - $60,000 a year","You're fascinated by data analytics:. You may not be a data scientist but you are in touch with AI, Analytics, and Marketing Automation software....",Account Manager,55000.0
133585,Management Recruiters of Indianapolis-North,"Charlotte, NC","$40,000 - $60,000 a year","1+ years of experience as a financial planner, inventory analyst, allocator, store planner, replenshment analyst, data scientist, or assistant planner OR strong...",Inventory Allocator,50000.0
133592,Lighthouse Recruiting,"Charlotte, NC","$60,000 - $75,000 a year","The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information, volunteer opportunities, upcoming laboratory...",Certifying Scientist,67500.0
133596,"Kennedy Unlimited Inc, Professional Staffing","Charlotte, NC","$120,000 - $150,000 a year","Strong recent projects involving programming in SAS, R and Machine Learning algorithms. Fill Key job opening in Analytics Manager (Machine Learning)....",Analytics Manager (Machine Learning),135000.0
